company_id,company_name,year,sector,sub_sector,sales,net_profit,return_on_equity_pct,roce_percentage,net_profit_margin_pct,debt_to_equity,interest_coverage,free_cash_flow_cr,capex_cr,dividend_payout_ratio_pct,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,sales_cagr_3yr,sales_cagr_5yr,pat_cagr_5yr,fcf_cagr_5yr,cfo_pat_ratio,composite_score,fcf_yield,operating_profit_margin_pct,asset_turnover,cluster_id,cluster_name,cluster_description
INDUSINDBK,IndusInd Bank Ltd,2024-03,Financials,Private Banks,45748,8950,14.252273197764223,7.93,19.56369677362945,6.885742949503957,1.8795270558159352,-17468,625,14.0,8.99,3.7,28.79,1.42,16.410290098595137,15.495613083358029,22.077464953948358,0.0,-1.8818994413407821,28.705720264905477,-0.9664534641259643,38.55469091544986,0.08884228106460039,1,Leveraged / High Debt,Companies with high debt-to-equity ratio and lower operational performance.
INFY,Infosys Ltd,2024-03,Information Technology,IT Services,153670,26248,29.788006718416632,40.0,17.08075746730006,0.09486358890553362,87.52340425531915,20117,5093,0.0,35.99,8.97,36.7,4.1,15.216500798806365,13.199100930556229,11.239419983657939,7.201272446841034,0.9604541298384639,59.238215478713755,1.808627454139422,23.703390381987376,1.129760329363329,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
IOC,Indian Oil Corporation,2024-03,Energy,Oil & Gas Refining,776352,43161,23.53162465856491,21.31,5.559462717942377,0.7230954600718581,10.282324578099226,39635,31464,40.0,28.61,4.24,33.71,1.25,28.727791225279177,8.008755667240486,20.099089966731643,0.0,1.6472973286068442,46.25149890775382,2.794810104975634,9.743776019125345,1.6084096601703395,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2024-03,Consumer Discretionary,Travel & Tourism,4270,1111,34.39628482972136,53.8,26.01873536299766,0.018575851393188854,82.73684210526316,667,215,47.0,60.44,5.74,32.47,1.08,76.46921430165466,17.955244103890912,29.16686408659448,35.50477381816852,0.7938793879387939,82.84874924917106,0.05299874823631171,34.33255269320843,0.7010343129207027,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
IRFC,Indian Railway Finance Corporation Ltd,2024-03,Financials,Speciality Finance,26645,6412,13.038085361638096,5.73,24.064552448864703,8.378352548852153,1.3194865927068304,7906,8,31.0,9.81,3.91,16.66,2.82,19.101938730495593,19.06740855567788,23.245023933940367,0.0,1.2342482844666252,41.33477723599772,0.3019460457018293,99.50459748545694,0.05492885738906,1,Leveraged / High Debt,Companies with high debt-to-equity ratio and lower operational performance.
ITC,ITC Ltd,2024-03,Consumer Staples,Diversified FMCG,70866,20751,27.851074395694365,34.76,29.282025230717128,0.004066731984914169,362.9625,18742,1563,84.0,47.85,3.24,17.19,4.26,12.890307004910628,7.950896846254429,10.083407558317958,21.642595037341806,0.8278637174112091,65.21406307930964,5.641008076014133,37.0177518132814,0.7723477995509732,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
JINDALSTEL,Jindal Steel & Power Ltd,2024-03,Materials,Steel,50354,5943,13.410506363390198,13.2,11.802438733764944,0.3716941962270963,8.004636785162287,-2336,8344,3.0,77.64,5.73,20.22,1.9,13.346256701428505,1.4028310947741707,0.0,0.0,1.010937237085647,29.44567930196899,-0.5890244225007633,20.260555268697622,0.6400172860847018,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
JIOFIN,Jio Financial Services Ltd,2024-03,Financials,Diversified Financials,1855,1605,1.153456416595399,2.16,86.52291105121293,0.0,198.8,763,1441,0.0,34.24,9.91,26.41,3.09,0.0,0.0,0.0,0.0,-0.4224299065420561,37.82609653528334,0.054430989669747215,84.04312668463612,0.012805202156520298,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
JSWENERGY,JSW Energy Ltd,2024-03,Energy,Power & Utilities,11486,1725,8.280529953917052,8.59,15.018283127285393,1.5156009984639016,2.8514369215781783,-1963,8197,19.0,24.79,9.88,35.95,1.25,18.389287172901202,4.6799560539164675,20.322431469794555,0.0,3.6139130434782607,30.964524483390353,-1.7705336124937798,46.857043357130415,0.19883324389357246,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
JSWSTEEL,JSW Steel Ltd,2024-03,Materials,Steel,175006,8973,11.5528718021347,13.36,5.127252779904689,1.1328071688833383,3.659099321406539,-2389,14467,25.0,69.27,4.37,35.49,2.94,29.901036567598815,15.604695052452788,3.585216043903361,0.0,1.3460381143430291,29.992004281345476,-0.09143985264473488,16.089162657280323,0.7679137157851319,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
KOTAKBANK,Kotak Mahindra Bank Ltd,2024-03,Financials,Private Banks,56237,18213,14.013018188532914,7.86,32.386151466116615,4.003739266919029,1.2363751084470385,6766,8919,2.0,32.9,1.15,15.52,1.51,19.66335897034557,13.51960376324537,20.38200065626572,0.0,0.8611980453522209,40.98485884581406,1.5726708758275234,83.66733645109092,0.07325702420450533,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
LICI,Life Insurance Corporation of India,2024-03,Financials,Life Insurance,845966,40916,49.44710986501021,63.79,4.836600998148862,0.0,371.9375,853,25269,15.0,30.67,8.1,12.21,3.77,6.981735429882496,8.15986061977938,73.17556747076097,-48.217288413715806,0.6384299540522045,63.73815067230276,0.46463827637828564,3.87474201090824,0.15913440945875762,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
LODHA,Macrotech Developers Ltd,2024-03,Real Estate,Real Estate,10316,1554,8.895758200240426,11.1,15.063978286157425,0.4406663232010991,5.628630705394191,-435,2947,0.0,51.95,7.65,34.33,4.05,23.70811095275156,-2.8278535641862446,-1.119685230740497,0.0,1.6164736164736164,28.05129041062899,-0.03595279056427525,25.833656455990695,0.21856858341455146,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
